	counts
DUSP23	1430.0
FCRL6	2.0
SLAMF8	52.0
VSIG8	3.0
CFAP45	94.0
TAGLN2	2027.0
IGSF9	43.0
SLAMF9	27.0
KCNJ10	4.0
PIGM	240.0
KCNJ9	1.0
IGSF8	292.0
ATP1A2	2.0
ATP1A4	0.0
CASQ1	5.0
PEA15	698.0
DCAF8	565.0
PEX19	453.0
COPA	1066.0
NCSTN	310.0
NHLH1	1.0
VANGL2	131.0
SLAMF6	4.0
CD84	66.0
SLAMF1	1.0
CD48	61.0
SLAMF7	24.0
LY9	1.0
CD244	6.0
ITLN1	2.0
ITLN2	2.0
F11R	1018.0
TSTD1	1979.0
USF1	77.0
ARHGAP30	61.0
NECTIN4	43.0
KLHDC9	224.0
PFDN2	944.0
NIT1	267.0
DEDD	184.0
UFC1	772.0
USP21	54.0
PPOX	265.0
B4GALT3	195.0
ADAMTS4	92.0
NDUFS2	581.0
FCER1G	360.0
APOA2	2.0
TOMM40L	75.0
NR1I3	1.0
PCP4L1	1.0
MPZ	4.0
SDHC	1044.0
CFAP126	10.0
FCGR2A	90.0
HSPA6	137.0
FCGR3A	530.0
FCGR2C	7.0
FCGR3B	3.0
FCGR2B	253.0
FCRLA	0.0
FCRLB	7.0
DUSP12	195.0
ATF6	256.0
OLFML2B	228.0
NOS1AP	3.0
SPATA46	0.0
C1orf226	28.0
SH2D1B	1.0
UHMK1	598.0
UAP1	283.0
DDR2	287.0
HSD17B7	69.0
CCDC190	3.0
RGS4	65.0
RGS5	164.0
NUF2	91.0
PBX1	412.0
LMX1A	0.0
RXRG	0.0
LRRC52	0.0
MGST3	2042.0
ALDH9A1	258.0
TMCO1	1164.0
UCK2	80.0
FAM78B	10.0
POGK	256.0
TADA1	135.0
ILDR2	29.0
MAEL	2.0
GPA33	1.0
STYXL2	30.0
POU2F1	116.0
CD247	16.0
CREG1	1396.0
RCSD1	44.0
MPZL1	572.0
ADCY10	0.0
MPC2	727.0
DCAF6	317.0
GPR161	94.0
TIPRL	337.0
SFT2D2	604.0
TBX19	34.0
XCL2	2.0
XCL1	5.0
DPT	36.0
ATP1B1	319.0
NME7	161.0
BLZF1	194.0
CCDC181	0.0
SLC19A2	75.0
F5	27.0
SELP	2.0
C1orf112	51.0
SELL	1.0
SELE	1.0
METTL18	55.0
SCYL3	84.0
KIFAP3	243.0
NTMT2	2.0
GORAB	143.0
PRRX1	368.0
MROH9	0.0
FMO3	1.0
FMO2	5.0
FMO1	45.0
FMO4	9.0
PRRC2C	470.0
MYOCOS	6.0
MYOC	0.0
VAMP4	155.0
METTL13	226.0
DNM3	27.0
PIGC	216.0
C1orf105	0.0
SUCO	405.0
FASLG	2.0
TNFSF18	1.0
TNFSF4	67.0
PRDX6	3373.0
SLC9C2	9.0
ANKRD45	7.0
TEX50	0.0
KLHL20	142.0
CENPL	46.0
DARS2	227.0
ZBTB37	88.0
SERPINC1	0.0
RC3H1	135.0
RABGAP1L	136.0
GPR52	0.0
CACYBP	827.0
MRPS14	631.0
TNN	4.0
KIAA0040	178.0
TNR	0.0
COP1	226.0
PAPPA2	3.0
ASTN1	4.0
BRINP2	4.0
SEC16B	41.0
RASAL2	90.0
CLEC20A	0.0
TEX35	0.0
RALGPS2	92.0
ANGPTL1	30.0
FAM20B	303.0
TOR3A	138.0
ABL2	109.0
SOAT1	285.0
AXDND1	2.0
NPHS2	0.0
TDRD5	15.0
FAM163A	1.0
TOR1AIP2	545.0
TOR1AIP1	413.0
CEP350	306.0
QSOX1	863.0
LHX4	1.0
ACBD6	278.0
XPR1	897.0
KIAA1614	22.0
STX6	259.0
MR1	165.0
IER5	294.0
CACNA1E	20.0
ZNF648	0.0
GLUL	2189.0
TEDDM1	0.0
RGSL1	0.0
RNASEL	157.0
RGS16	218.0
RGS8	0.0
NPL	106.0
DHX9	823.0
SHCBP1L	0.0
LAMC1	904.0
LAMC2	289.0
NMNAT2	421.0
SMG7	373.0
NCF2	80.0
ARPC5	2418.0
RGL1	140.0
APOBEC4	0.0
COLGALT2	13.0
TSEN15	251.0
C1orf21	62.0
EDEM3	238.0
NIBAN1	28.0
RNF2	106.0
TRMT1L	145.0
SWT1	45.0
IVNS1ABP	571.0
HMCN1	86.0
PRG4	48.0
TPR	489.0
ODR4	250.0
PDC	0.0
PTGS2	42.0
PLA2G4A	25.0
BRINP3	0.0
RGS18	4.0
RGS21	0.0
RGS1	399.0
RGS13	2.0
RGS2	216.0
UCHL5	250.0
RO60	228.0
GLRX2	150.0
CDC73	368.0
B3GALT2	0.0
KCNT2	9.0
CFH	500.0
CFHR3	11.0
CFHR1	0.0
CFHR4	1.0
CFHR2	0.0
CFHR5	0.0
F13B	0.0
ASPM	122.0
ZBTB41	232.0
CRB1	1.0
DENND1B	77.0
C1orf53	121.0
LHX9	4.0
NEK7	476.0
ATP6V1G3	0.0
PTPRC	204.0
NR5A2	1.0
ZNF281	127.0
KIF14	53.0
DDX59	84.0
CAMSAP2	347.0
GPR25	0.0
INAVA	366.0
KIF21B	9.0
CACNA1S	0.0
ASCL5	1.0
TMEM9	1424.0
IGFN1	0.0
PKP1	5.0
TNNT2	13.0
LAD1	88.0
TNNI1	157.0
PHLDA3	654.0
CSRP1	993.0
NAV1	135.0
IPO9	254.0
SHISA4	121.0
LMOD1	48.0
TIMM17A	719.0
RNPEP	342.0
ELF3	1483.0
GPR37L1	5.0
ARL8A	221.0
PTPN7	27.0
LGR6	44.0
UBE2T	412.0
PPP1R12B	57.0
SYT2	0.0
KDM5B	347.0
RABIF	299.0
KLHL12	146.0
ADIPOR1	322.0
CYB5R1	571.0
TMEM183A	366.0
PPFIA4	42.0
MYOG	0.0
ADORA1	21.0
MYBPH	0.0
CHI3L1	732.0
CHIT1	1.0
BTG2	133.0
FMOD	510.0
PRELP	27.0
OPTC	0.0
ATP2B4	1315.0
LAX1	0.0
ZBED6	0.0
ZC3H11A	20.0
ENSG00000288644	0.0
SNRPE	1959.0
SOX13	133.0
ETNK2	40.0
REN	5.0
KISS1	0.0
GOLT1A	31.0
PLEKHA6	66.0
PPP1R15B	318.0
PIK3C2B	74.0
MDM4	315.0
LRRN2	289.0
NFASC	12.0
CNTN2	2.0
TMEM81	33.0
RBBP5	92.0
DSTYK	113.0
TMCC2	17.0
NUAK2	88.0
KLHDC8A	6.0
LEMD1	1536.0
BLACAT1	141.0
CDK18	91.0
MFSD4A	15.0
ELK4	269.0
SLC45A3	33.0
NUCKS1	1771.0
RAB29	199.0
SLC41A1	73.0
PM20D1	0.0
SLC26A9	3.0
RAB7B	43.0
CTSE	2.0
RHEX	139.0
AVPR1B	0.0
FAM72A	14.0
SRGAP2	210.0
IKBKE	174.0
RASSF5	39.0
EIF2D	173.0
DYRK3	70.0
MAPKAPK2	515.0
IL10	25.0
IL19	5.0
IL20	5.0
IL24	1.0
FCMR	18.0
PIGR	93.0
FCAMR	0.0
C1orf116	37.0
PFKFB2	158.0
YOD1	78.0
C4BPB	0.0
C4BPA	1.0
CD55	2135.0
CR2	6.0
CR1	90.0
CR1L	0.0
CD46	770.0
CD34	43.0
PLXNA2	102.0
CAMK1G	0.0
LAMB3	310.0
G0S2	53.0
HSD11B1	27.0
TRAF3IP3	7.0
C1orf74	16.0
IRF6	44.0
UTP25	74.0
SYT14	0.0
SERTAD4	12.0
HHAT	31.0
KCNH1	0.0
RCOR3	203.0
TRAF5	96.0
RD3	0.0
SLC30A1	206.0
NEK2	37.0
LPGAT1	114.0
INTS7	39.0
DTL	23.0
PPP2R5A	130.0
PACC1	39.0
NENF	277.0
ATF3	102.0
GARIN4	0.0
BATF3	12.0
NSL1	146.0
TATDN3	50.0
SPATA45	2.0
FLVCR1	66.0
VASH2	24.0
ANGEL2	64.0
RPS6KC1	44.0
PROX1	1.0
SMYD2	112.0
PTPN14	171.0
CENPF	76.0
KCNK2	4.0
KCTD3	162.0
USH2A	0.0
ESRRG	4.0
GPATCH2	54.0
SPATA17	17.0
RRP15	62.0
TGFB2	5.0
LYPLAL1	128.0
ZC3H11B	4.0
SLC30A10	3.0
EPRS1	191.0
BPNT1	81.0
IARS2	286.0
RAB3GAP2	153.0
MARK1	15.0
C1orf115	34.0
MTARC2	19.0
MTARC1	29.0
HLX	61.0
DUSP10	20.0
HHIPL2	0.0
TAF1A	19.0
MIA3	156.0
AIDA	281.0
BROX	302.0
FAM177B	1.0
DISP1	52.0
TLR5	15.0
SUSD4	23.0
CCDC185	0.0
CAPN8	3.0
CAPN2	506.0
TP53BP2	135.0
FBXO28	89.0
DEGS1	310.0
NVL	75.0
CNIH4	586.0
WDR26	414.0
CNIH3	21.0
DNAH14	36.0
LBR	117.0
ENAH	343.0
SRP9	874.0
EPHX1	69.0
TMEM63A	78.0
LEFTY1	8.0
PYCR2	196.0
LEFTY2	2.0
SDE2	87.0
H3-3A	1686.0
ACBD3	241.0
MIXL1	1.0
LIN9	35.0
PARP1	273.0
STUM	1.0
ITPKB	47.0
PSEN2	50.0
COQ8A	70.0
CDC42BPA	124.0
ZNF678	26.0
SNAP47	90.0
JMJD4	113.0
PRSS38	0.0
WNT9A	5.0
WNT3A	2.0
ARF1	780.0
C1orf35	146.0
MRPL55	328.0
GUK1	1458.0
GJC2	14.0
IBA57	42.0
OBSCN	65.0
TRIM11	70.0
TRIM17	11.0
H3-4	0.0
H2AC25	269.0
H2BC26	13.0
RNF187	356.0
RHOU	125.0
RAB4A	193.0
CCSAP	40.0
ACTA1	0.0
NUP133	154.0
ABCB10	77.0
TAF5L	64.0
URB2	31.0
GALNT2	264.0
PGBD5	16.0
COG2	83.0
AGT	1.0
CAPN9	0.0
C1orf198	149.0
TTC13	34.0
ARV1	99.0
FAM89A	22.0
TRIM67	0.0
C1orf131	84.0
GNPAT	378.0
EXOC8	36.0
SPRTN	39.0
EGLN1	293.0
TSNAX	308.0
DISC1	22.0
SIPA1L2	62.0
MAP10	16.0
NTPCR	178.0
PCNX2	43.0
MAP3K21	28.0
KCNK1	71.0
SLC35F3	9.0
COA6	358.0
TARBP1	116.0
IRF2BP2	726.0
TOMM20	1178.0
RBM34	5.0
ARID4B	235.0
GGPS1	85.0
TBCE	53.0
B3GALNT2	71.0
GNG4	7.0
LYST	48.0
NID1	195.0
GPR137B	127.0
ERO1B	48.0
EDARADD	41.0
LGALS8	178.0
HEATR1	84.0
ACTN2	2.0
MTR	257.0
MT1HL1	0.0
RYR2	14.0
ZP4	0.0
CHRM3	0.0
FMN2	6.0
GREM2	3.0
RGS7	9.0
FH	132.0
KMO	30.0
OPN3	74.0
CHML	203.0
WDR64	0.0
EXO1	20.0
BECN2	0.0
MAP1LC3C	4.0
PLD5	0.0
CEP170	213.0
SDCCAG8	174.0
AKT3	89.0
ZBTB18	18.0
C1orf100	0.0
ADSS2	317.0
CATSPERE	2.0
DESI2	205.0
ENSG00000284188	2.0
COX20	515.0
HNRNPU	1028.0
EFCAB2	27.0
KIF26B	210.0
SMYD3	79.0
TFB2M	101.0
CNST	121.0
SCCPDH	200.0
AHCTF1	199.0
ZNF695	8.0
ZNF670	15.0
ZNF669	17.0
ZNF124	46.0
VN1R5	0.0
ZNF496	137.0
NLRP3	20.0
OR2B11	0.0
GCSAML	1.0
OR2C3	1.0
OR2G2	0.0
OR2G3	0.0
OR14L1P	0.0
OR13G1	0.0
OR6F1	0.0
OR14A2	0.0
OR14K1	0.0
OR1C1	0.0
OR9H1P	0.0
OR14A16	0.0
OR11L1	0.0
TRIM58	13.0
OR2W3	0.0
OR2T8	0.0
OR2AJ1	0.0
OR2L8	0.0
OR2AK2	0.0
OR2L5	0.0
OR2L2	2.0
OR2L3	0.0
OR2L13	0.0
OR2M5	0.0
OR2M2	0.0
OR2M3	0.0
OR2M4	0.0
OR2T33	0.0
OR2T12	0.0
OR2M7	0.0
OR14C36	0.0
OR2T4	0.0
OR2T6	0.0
OR2T1	0.0
OR2T7	0.0
OR2T2	0.0
OR2T3	0.0
OR2T5	0.0
OR2G6	0.0
OR2T29	0.0
OR2T34	0.0
OR2T10	0.0
OR2T11	0.0
OR2T35	0.0
OR2T27	0.0
OR14I1	0.0
LYPD8	0.0
SH3BP5L	140.0
ZNF672	86.0
ZNF692	146.0
PGBD2	21.0
FAM110C	162.0
SH3YL1	238.0
ACP1	783.0
ALKAL2	0.0
TMEM18	473.0
SNTG2	0.0
TPO	0.0
PXDN	991.0
MYT1L	0.0
EIPR1	123.0
TRAPPC12	187.0
ADI1	754.0
RNASEH1	159.0
RPS7	15322.0
COLEC11	14.0
ALLC	0.0
DCDC2C	0.0
SOX11	21.0
CMPK2	63.0
RSAD2	214.0
RNF144A	187.0
ID2	374.0
KIDINS220	567.0
MBOAT2	119.0
ASAP2	592.0
ITGB1BP1	459.0
CPSF3	209.0
IAH1	398.0
ADAM17	259.0
YWHAQ	1614.0
TAF1B	59.0
GRHL1	29.0
KLF11	105.0
CYS1	52.0
RRM2	322.0
HPCAL1	146.0
ODC1	818.0
NOL10	96.0
ATP6V1C2	16.0
PDIA6	1701.0
KCNF1	1.0
C2orf50	17.0
SLC66A3	270.0
ROCK2	229.0
E2F6	91.0
GREB1	21.0
NTSR2	0.0
LPIN1	177.0
TRIB2	158.0
LRATD1	100.0
NBAS	158.0
DDX1	454.0
MYCN	18.0
CYRIA	50.0
RAD51AP2	0.0
VSNL1	12.0
SMC6	95.0
GEN1	69.0
MSGN1	0.0
KCNS3	37.0
RDH14	157.0
NT5C1B	0.0
OSR1	18.0
TTC32	91.0
WDR35	64.0
MATN3	29.0
LAPTM4A	2217.0
SDC1	253.0
PUM2	654.0
RHOB	202.0
HS1BP3	168.0
GDF7	3.0
LDAH	77.0
APOB	0.0
TDRD15	0.0
KLHL29	17.0
ATAD2B	51.0
UBXN2A	100.0
MFSD2B	13.0
WDCP	32.0
FKBP1B	47.0
SF3B6	1572.0
FAM228B	55.0
TP53I3	305.0
PFN4	10.0
FAM228A	2.0
ITSN2	175.0
NCOA1	138.0
PTRHD1	595.0
CENPO	27.0
ADCY3	95.0
DNAJC27	44.0
EFR3B	10.0
POMC	6.0
DNMT3A	274.0
DTNB	41.0
ASXL2	140.0
KIF3C	59.0
RAB10	610.0
GAREM2	19.0
HADHA	493.0
HADHB	655.0
ADGRF3	0.0
SELENOI	113.0
DRC1	1.0
OTOF	1.0
FAM166C	12.0
CIB4	0.0
KCNK3	1.0
SLC35F6	192.0
CENPA	33.0
DPYSL5	0.0
MAPRE3	39.0
TMEM214	194.0
AGBL5	140.0
OST4	2758.0
EMILIN1	406.0
KHK	30.0
CGREF1	25.0
ABHD1	5.0
PREB	215.0
PRR30	0.0
TCF23	2.0
SLC5A6	95.0
ATRAID	1239.0
CAD	171.0
SLC30A3	1.0
DNAJC5G	0.0
TRIM54	14.0
UCN	17.0
MPV17	217.0
GTF3C2	163.0
EIF2B4	186.0
SNX17	720.0
ZNF513	98.0
PPM1G	265.0
NRBP1	372.0
KRTCAP3	348.0
IFT172	127.0
FNDC4	50.0
GCKR	3.0
C2orf16	0.0
ZNF512	171.0
CCDC121	24.0
GPN1	273.0
SUPT7L	186.0
SLC4A1AP	154.0
MRPL33	1961.0
RBKS	60.0
BABAM2	93.0
FOSL2	534.0
PLB1	14.0
PPP1CB	1678.0
SPDYA	3.0
TRMT61B	89.0
WDR43	219.0
TOGARAM2	14.0
PCARE	1.0
CLIP4	278.0
ALK	5.0
YPEL5	632.0
LBH	355.0
LCLAT1	212.0
CAPN13	21.0
GALNT14	26.0
CAPN14	1.0
EHD3	60.0
XDH	14.0
SRD5A2	0.0
MEMO1	16.0
DPY30	916.0
SPAST	153.0
SLC30A6	235.0
NLRC4	15.0
YIPF4	520.0
BIRC6	222.0
TTC27	108.0
LTBP1	120.0
RASGRP3	38.0
FAM98A	128.0
CRIM1	386.0
FEZ2	152.0
VIT	2.0
STRN	112.0
HEATR5B	83.0
GPATCH11	55.0
EIF2AK2	335.0
SULT6B1	0.0
CEBPZOS	202.0
CEBPZ	270.0
NDUFAF7	88.0
PRKD3	159.0
QPCT	109.0
CDC42EP3	166.0
RMDN2	38.0
CYP1B1	648.0
ATL2	215.0
HNRNPLL	348.0
GALM	63.0
SRSF7	1012.0
GEMIN6	183.0
DHX57	56.0
MORN2	288.0
ARHGEF33	5.0
SOS1	279.0
CDKL4	1.0
MAP4K3	290.0
TMEM178A	107.0
THUMPD2	85.0
SLC8A1	43.0
PKDCC	133.0
EML4	269.0
COX7A2L	972.0
KCNG3	1.0
MTA3	115.0
OXER1	8.0
HAAO	2.0
ZFP36L2	696.0
THADA	66.0
PLEKHH2	44.0
C1GALT1C1L	14.0
DYNC2LI1	211.0
ABCG5	0.0
ABCG8	1.0
LRPPRC	529.0
PPM1B	335.0
SLC3A1	71.0
PREPL	301.0
CAMKMT	16.0
SIX3	61.0
SIX2	10.0
SRBD1	55.0
PRKCE	62.0
EPAS1	454.0
TMEM247	0.0
ATP6V1E2	57.0
RHOQ	430.0
PIGF	210.0
CRIPT	372.0
SOCS5	182.0
MCFD2	518.0
TTC7A	75.0
STPG4	0.0
CALM2	5097.0
EPCAM	4707.0
MSH2	159.0
KCNK12	4.0
MSH6	349.0
FBXO11	298.0
FOXN2	102.0
PPP1R21	110.0
STON1	76.0
GTF2A1L	6.0
LHCGR	0.0
FSHR	0.0
NRXN1	0.0
ASB3	102.0
CHAC2	31.0
ERLEC1	621.0
GPR75	0.0
PSME4	170.0
ACYP2	112.0
TSPYL6	0.0
C2orf73	0.0
SPTBN1	605.0
EML6	13.0
RTN4	1392.0
CLHC1	25.0
RPS27A	26872.0
MTIF2	138.0
CCDC88A	123.0
CFAP36	254.0
PPP4R3B	513.0
PNPT1	145.0
EFEMP1	400.0
CCDC85A	11.0
VRK2	51.0
FANCL	87.0
BCL11A	3.0
PAPOLG	92.0
REL	15.0
PUS10	37.0
PEX13	153.0
SANBR	16.0
C2orf74	246.0
USP34	311.0
XPO1	1530.0
FAM161A	45.0
CCT4	1007.0
COMMD1	333.0
B3GNT2	206.0
TMEM17	28.0
EHBP1	82.0
OTX1	0.0
WDPCP	38.0
MDH1	934.0
UGP2	610.0
VPS54	187.0
PELI1	108.0
LGALSL	52.0
AFTPH	174.0
SERTAD2	169.0
SLC1A4	35.0
CEP68	121.0
RAB1A	1123.0
ACTR2	1162.0
SPRED2	149.0
MEIS1	476.0
ETAA1	135.0
C1D	447.0
DNAAF10	43.0
PNO1	157.0
PPP3R1	113.0
CNRIP1	61.0
PLEK	40.0
FBXO48	26.0
APLF	26.0
PROKR1	0.0
ARHGAP25	32.0
BMP10	0.0
GKN2	0.0
GKN1	0.0
ANTXR1	1083.0
GFPT1	338.0
NFU1	263.0
AAK1	143.0
ANXA4	400.0
GMCL1	162.0
SNRNP27	297.0
MXD1	51.0
ASPRV1	1.0
PCBP1	1292.0
C2orf42	57.0
TIA1	579.0
PCYOX1	304.0
SNRPG	3203.0
FAM136A	446.0
TGFA	22.0
ADD2	99.0
FIGLA	0.0
CLEC4F	0.0
CD207	1.0
VAX2	35.0
ATP6V1B1	343.0
TEX261	143.0
ANKRD53	2.0
NAGK	484.0
MCEE	72.0
MPHOSPH10	218.0
PAIP2B	71.0
ZNF638	380.0
DYSF	27.0
CYP26B1	8.0
EXOC6B	36.0
SPR	206.0
EMX1	0.0
SFXN5	84.0
RAB11FIP5	81.0
NOTO	0.0
SMYD5	97.0
PRADC1	177.0
CCT7	752.0
FBXO41	45.0
EGR4	0.0
ALMS1	68.0
NAT8	0.0
NAT8B	0.0
TPRKB	254.0
DUSP11	164.0
C2orf78	0.0
STAMBP	181.0
ACTG2	94.0
DGUOK	607.0
TET3	98.0
BOLA3	522.0
MOB1A	1003.0
MTHFD2	533.0
SLC4A5	9.0
DCTN1	192.0
C2orf81	23.0
WDR54	173.0
RTKN	160.0
INO80B	71.0
WBP1	586.0
MOGS	350.0
MRPL53	327.0
CCDC142	28.0
TTC31	94.0
LBX2	3.0
PCGF1	146.0
TLX2	0.0
DQX1	0.0
AUP1	737.0
HTRA2	188.0
LOXL3	69.0
DOK1	102.0
M1AP	5.0
SEMA4F	48.0
HK2	346.0
POLE4	496.0
TACR1	22.0
EVA1A	142.0
MRPL19	175.0
GCFC2	92.0
LRRTM4	4.0
REG3G	0.0
REG1B	0.0
REG1A	1.0
REG3A	0.0
CTNNA2	9.0
LRRTM1	3.0
SUCLG1	696.0
DNAH6	13.0
TRABD2A	13.0
TMSB10	32174.0
KCMF1	243.0
TCF7L1	31.0
TGOLN2	636.0
RETSAT	117.0
ELMOD3	67.0
CAPG	489.0
SH2D6	1.0
MAT2A	567.0
GGCX	371.0
VAMP8	1695.0
VAMP5	367.0
RNF181	1606.0
TMEM150A	137.0
USP39	157.0
C2orf68	263.0
SFTPB	1.0
GNLY	36.0
ATOH8	26.0
ST3GAL5	111.0
POLR1A	96.0
PTCD3	327.0
IMMT	306.0
MRPL35	320.0
REEP1	1.0
KDM3A	373.0
CHMP3	611.0
RNF103	159.0
RMND5A	327.0
CD8A	22.0
CD8B	10.0
RGPD1	1.0
PLGLB1	23.0
PLGLB2	0.0
RGPD2	0.0
KRCC1	123.0
SMYD1	0.0
FABP1	0.0
THNSL2	140.0
FOXI3	0.0
TEX37	0.0
EIF2AK3	154.0
RPIA	135.0
AQP7B	1.0
TEKT4	1.0
MAL	678.0
MRPS5	265.0
ZNF514	131.0
ZNF2	28.0
ZNF892	4.0
PROM2	30.0
KCNIP3	15.0
FAHD2A	67.0
TRIM43B	2.0
TRIM43	1.0
ANKRD36C	25.0
GPAT2	3.0
ADRA2B	9.0
ASTL	1.0
DUSP2	29.0
STARD7	553.0
TMEM127	304.0
CIAO1	489.0
SNRNP200	636.0
ITPRIPL1	6.0
NCAPH	30.0
NEURL3	7.0
ARID5A	88.0
KANSL3	172.0
FER1L5	2.0
LMAN2L	172.0
CNNM4	83.0
CNNM3	91.0
ANKRD23	21.0
ANKRD39	136.0
SEMA4C	171.0
FAM178B	12.0
FAHD2B	60.0
ANKRD36	18.0
ANKRD36B	21.0
COX5B	5172.0
ACTR1B	345.0
C2orf92	13.0
ZAP70	12.0
TMEM131	373.0
VWA3B	1.0
CNGA3	0.0
INPP4A	133.0
COA5	572.0
UNC50	475.0
MGAT4A	173.0
CRACDL	104.0
TSGA10	24.0
C2orf15	47.0
LIPT1	106.0
MITD1	164.0
MRPL30	226.0
LYG2	0.0
LYG1	11.0
TXNDC9	312.0
EIF5B	248.0
REV1	162.0
AFF3	4.0
LONRF2	36.0
CHST10	50.0
NMS	0.0
PDCL3	138.0
NPAS2	363.0
RPL31	20030.0
TBC1D8	145.0
CNOT11	133.0
RNF149	431.0
CREG2	0.0
RFX8	30.0
MAP4K4	303.0
IL1R2	25.0
IL1R1	635.0
IL1RL2	7.0
IL1RL1	5.0
IL18R1	39.0
IL18RAP	10.0
SLC9A4	2.0
SLC9A2	57.0
MFSD9	58.0
TMEM182	39.0
POU3F3	1.0
MRPS9	120.0
GPR45	0.0
TGFBRAP1	85.0
C2orf49	143.0
FHL2	150.0
NCK2	312.0
ECRG4	6.0
UXS1	107.0
RGPD3	5.0
CD8B2	1.0
ST6GAL2	63.0
RGPD4	1.0
SLC5A7	0.0
SULT1C3	0.0
SULT1C2	71.0
SULT1C4	11.0
GCC2	185.0
LIMS1	604.0
RANBP2	508.0
CCDC138	30.0
EDAR	9.0
SH3RF3	42.0
SEPTIN10	171.0
SOWAHC	106.0
RGPD5	1.0
LIMS3	14.0
MALL	193.0
NPHP1	66.0
MTLN	701.0
LIMS4	17.0
RGPD6	0.0
BUB1	86.0
ACOXL	7.0
BCL2L11	155.0
ANAPC1	221.0
MERTK	63.0
TMEM87B	299.0
FBLN7	18.0
ZC3H8	90.0
ZC3H6	60.0
RGPD8	2.0
TTL	162.0
POLR1B	118.0
CHCHD5	580.0
SLC20A1	471.0
NT5DC4	4.0
CKAP2L	39.0
IL1A	4.0
IL1B	13.0
IL37	0.0
IL36G	1.0
IL36A	0.0
IL36B	0.0
IL36RN	0.0
IL1F10	0.0
IL1RN	30.0
PSD4	115.0
PAX8	630.0
ZNG1B	79.0
FOXD4L1	0.0
RABL2A	46.0
SLC35F5	630.0
ACTR3	658.0
DPP10	4.0
DDX18	400.0
CCDC93	104.0
INSIG2	209.0
EN1	1.0
MARCO	594.0
C1QL2	0.0
STEAP3	31.0
C2orf76	89.0
DBI	1185.0
TMEM37	39.0
SCTR	0.0
CFAP221	1.0
TMEM177	139.0
PTPN4	102.0
EPB41L5	257.0
TMEM185B	308.0
RALB	220.0
INHBB	267.0
GLI2	27.0
TFCP2L1	12.0
CLASP1	122.0
NIFK	352.0
TSN	540.0
CNTNAP5	0.0
GYPC	165.0
TEX51	0.0
BIN1	144.0
CYP27C1	2.0
ERCC3	133.0
MAP3K2	345.0
PROC	3.0
IWS1	239.0
MYO7B	23.0
LIMS2	52.0
GPR17	1.0
WDR33	286.0
SFT2D3	73.0
POLR2D	185.0
AMMECR1L	156.0
SAP130	111.0
UGGT1	222.0
HS6ST1	864.0
RAB6C	0.0
POTEF	0.0
CCDC74B	21.0
SMPD4	300.0
MZT2B	1089.0
TUBA3E	0.0
CCDC115	297.0
IMP4	249.0
PTPN18	145.0
POTEI	4.0
CFC1B	0.0
CFC1	0.0
POTEJ	0.0
GPR148	0.0
AMER3	1.0
ARHGEF4	0.0
SMIM39	0.0
FAM168B	464.0
PLEKHB2	833.0
POTEE	2.0
RAB6D	0.0
MZT2A	536.0
TUBA3D	0.0
CCDC74A	53.0
ANKRD30BL	0.0
GPR39	51.0
LYPD1	1091.0
NCKAP5	6.0
MGAT5	347.0
TMEM163	9.0
ACMSD	0.0
CCNT2	211.0
MAP3K19	1.0
RAB3GAP1	254.0
ZRANB3	27.0
R3HDM1	66.0
UBXN4	661.0
LCT	2.0
MCM6	253.0
DARS1	685.0
CXCR4	387.0
THSD7B	2.0
HNMT	252.0
SPOPL	139.0
NXPH2	2.0
LRP1B	0.0
KYNU	39.0
ARHGAP15	16.0
GTDC1	61.0
ZEB2	229.0
ACVR2A	76.0
ORC4	352.0
MBD5	72.0
EPC2	106.0
KIF5C	21.0
LYPD6B	1769.0
LYPD6	49.0
MMADHC	419.0
RND3	152.0
RBM43	49.0
NMI	232.0
TNFAIP6	147.0
RIF1	227.0
NEB	39.0
ARL5A	308.0
CACNB4	1.0
STAM2	150.0
FMNL2	308.0
PRPF40A	456.0
ARL6IP6	454.0
RPRM	1.0
GALNT13	9.0
KCNJ3	2.0
NR4A2	31.0
GPD2	78.0
GALNT5	108.0
ERMN	2.0
CYTIP	56.0
ACVR1C	4.0
ACVR1	282.0
UPP2	0.0
CCDC148	6.0
PKP4	172.0
DAPL1	1691.0
TANC1	205.0
WDSUB1	96.0
BAZ2B	249.0
MARCHF7	376.0
CD302	90.0
LY75	59.0
PLA2R1	47.0
ITGB6	100.0
RBMS1	446.0
TANK	320.0
PSMD14	387.0
TBR1	0.0
SLC4A10	2.0
DPP4	88.0
GCG	0.0
FAP	725.0
IFIH1	210.0
GCA	259.0
KCNH7	0.0
FIGN	55.0
GRB14	5.0
COBLL1	74.0
SLC38A11	4.0
SCN3A	4.0
SCN2A	4.0
CSRNP3	13.0
GALNT3	112.0
TTC21B	93.0
SCN1A	0.0
SCN9A	16.0
SCN7A	6.0
XIRP2	0.0
B3GALT1	0.0
STK39	53.0
CERS6	179.0
NOSTRIN	18.0
SPC25	37.0
G6PC2	0.0
ABCB11	1.0
DHRS9	3.0
LRP2	7.0
BBS5	59.0
KLHL41	2.0
FASTKD1	89.0
PPIG	266.0
CFAP210	1.0
PHOSPHO2	42.0
KLHL23	23.0
SSB	564.0
METTL5	447.0
UBR3	210.0
MYO3B	22.0
SP5	7.0
ERICH2	54.0
GAD1	1.0
GORASP2	386.0
TLK1	227.0
METTL8	57.0
